URL,Name,Address,Website,Phone,Store_Type,Operating_Status,Operating_Hours,Rating,Review_Count,Permanently_Closed,Latitude,Longitude,url,Original_URL,Emails,Career_Page_URL
https://www.google.com/maps/place/Saiga+Software+Solutions+Pvt.+Ltd./data=!4m7!3m6!1s0x3bcb91ed0ffb86bf:0x98dde7a203026491!8m2!3d17.4548377!4d78.3891806!16s%2Fg%2F11r06g95w5!19sChIJv4b7D-2RyzsRkWQCA6Ln3Zg?authuser=0&hl=en&rclk=1,Saiga Software Solutions Pvt. Ltd.,"Flat No. 104, Rama Tulasi Residency, Plot No. 477, 100 Feet Rd, Swamy Ayyappa Society, Siddhi Vinayak Nagar, Madhapur, Hyderabad, Telangana 500081",Not Found,4071327156,Software company,Open,Closes 6 pm,4.8,Not Found,No,17.4548377,78.3891806,Not Foundcareers,Not Found,Error,Error
https://www.google.com/maps/place/Velsprint+Technologies+Pvt+Ltd/data=!4m7!3m6!1s0x4b9561e4f3cad8bf:0x8a180a00a258a270!8m2!3d17.4553!4d78.3938044!16s%2Fg%2F11y2tqrz3n!19sChIJv9jK8-RhlUsRcKJYogAKGIo?authuser=0&hl=en&rclk=1,Velsprint Technologies Pvt Ltd,"simharaju's, Survey Of India Ayyappa Society, Survey of India Colony, Chanda Naik Nagar, Madhapur, Hyderabad, Telangana 500081",http://velsprint.in/,8919654677,Software company,Open,Closes 7 pm,Not Found,Not Found,No,17.4553,78.3938044,http://velsprint.in/careers,http://velsprint.in/,Error,Error
https://www.google.com/maps/place/KMB+Software+Solutions+pvt+ltd/data=!4m7!3m6!1s0x3bcb913075f7b207:0xedae72e9064bd603!8m2!3d17.4515229!4d78.3927992!16s%2Fg%2F11s9qhzkzz!19sChIJB7L3dTCRyzsRA9ZLBulyru0?authuser=0&hl=en&rclk=1,KMB Software Solutions pvt ltd,"F92V+J43, 100 Feet Rd, SBH Officers Colony, Mega Hills, Madhapur, Hyderabad, Telangana 500081",Not Found,Phone Number Not Found,Corporate office,Open,Opens 6:30 pm,5,Not Found,No,17.4515229,78.3927992,Not Foundcareers,Not Found,Error,Error
https://www.google.com/maps/place/Allakonda+software+company/data=!4m7!3m6!1s0x3bcb91004d45f30d:0x3e2631803a9fc0d5!8m2!3d17.4469347!4d78.3938421!16s%2Fg%2F11y3st_b9r!19sChIJDfNFTQCRyzsR1cCfOoAxJj4?authuser=0&hl=en&rclk=1,Allakonda software company,"939, Road No. 57, Sri Sai Nagar, Madhapur, Hyderabad, Telangana 500081",Not Found,Phone Number Not Found,Corporate office,Open,Closes 12 am,3,Not Found,No,17.4469347,45,Not Foundcareers,Not Found,Error,Error
https://www.google.com/maps/place/Debug+D+Info+Solutions/data=!4m7!3m6!1s0x3bcb9133f76f5023:0xff731d5e9ccfd028!8m2!3d17.4526028!4d78.3954705!16s%2Fg%2F11ymk99pry!19sChIJI1Bv9zORyzsRKNDPnF4dc_8?authuser=0&hl=en&rclk=1,Debug D Info Solutions,"775, 1st Floor, Balaji Nilayam,PNo:, Rd Number 38, Ayyappa Society, Chanda Naik Nagar, Madhapur, Hyderabad, Telangana 500081",Not Found,4045257599,Software company,Not Found,Not Found,5,Not Found,No,17.4526028,78.3954705,Not Foundcareers,Not Found,Error,Error
https://www.google.com/maps/place/EVONTEX+IT+SOLUTIONS+PVT.+LTD/data=!4m7!3m6!1s0x3bcb93ec20baa5e9:0x7b389fb0d6e59641!8m2!3d17.4366865!4d78.3671139!16s%2Fg%2F11by_h6s9p!19sChIJ6aW6IOyTyzsRQZbl1rCfOHs?authuser=0&hl=en&rclk=1,EVONTEX IT SOLUTIONS PVT. LTD,"Kondapur, Gachibowli Rd, Opp. RTTC, Telecom Nagar Extension, Gachibowli, Hyderabad, Telangana 500032",Not Found,8099933305,Software company,Open,Not Found,4.6,Not Found,No,17.4366865,78.3671139,Not Foundcareers,Not Found,Error,Error
https://www.google.com/maps/place/Hyse+Placement+Services+Private+Limited/data=!4m7!3m6!1s0x3bcb9a4318dc86a1:0x445efc913021570f!8m2!3d17.4501325!4d78.3919771!16s%2Fg%2F11ggrs0wjp!19sChIJoYbcGEOayzsRD1chMJH8XkQ?authuser=0&hl=en&rclk=1,Hyse Placement Services Private Limited,"2nd floor, Rd Number 48, SBH Officers Colony, Mega Hills, Madhapur, Hyderabad, Telangana 500081",Not Found,9666856432,Employment consultant,Open,Closes 6 pm,4.2,540,No,17.4501325,78.3919771,Not Foundcareers,Not Found,Error,Error
https://www.google.com/maps/place/GenQtech+Solutions+%7C%7C+Best+Software+Company+in+Hyderabad/data=!4m7!3m6!1s0x3bcb955ae726e9f9:0x49d0eb07ca516768!8m2!3d17.414272!4d78.3833314!16s%2Fg%2F11nmhkjkcb!19sChIJ-ekm51qVyzsRaGdRygfr0Ek?authuser=0&hl=en&rclk=1,GenQtech Solutions || Best Software Company in Hyderabad,"Lig -9/610 , Chitrapuri Hills , near by Kairos school , Manikonda, Hyderabad, Telangana 500104",Not Found,8096815706,Software company,Open,Closes 7 pm,4.9,55,No,17.414272,78.3833314,Not Foundcareers,Not Found,Error,Error
https://www.google.com/maps/place/Dell+International+Services+India+Pvt.+Ltd./data=!4m7!3m6!1s0x3bcb93ddedcbbfd5:0xd70da8bf16b3f154!8m2!3d17.447296!4d78.3744399!16s%2Fg%2F1v_n9znp!19sChIJ1b_L7d2TyzsRVPGzFr-oDdc?authuser=0&hl=en&rclk=1,Dell International Services India Pvt. Ltd.,"C9WF+WQ7 Cyber Gateways, Hitech City Main Rd, Phase 2, HITEC City, Hyderabad, Telangana 500081",Not Found,Phone Number Not Found,Software company,Open,Not Found,4.5,Not Found,No,17.447296,78.3744399,Not Foundcareers,Not Found,Error,Error
https://www.google.com/maps/place/Solutohub+Technologies+Llp/data=!4m7!3m6!1s0x3bcb931ac1e5a6c1:0xc2c24b34ad44cf40!8m2!3d17.4475931!4d78.3794152!16s%2Fg%2F11j7hyq8h3!19sChIJwablwRqTyzsRQM9ErTRLwsI?authuser=0&hl=en&rclk=1,Solutohub Technologies Llp,"Level6,JSP Imperia Business Center, Solutohub St No 3 Patrika Nagar, Hi-Tech City, Madhapur, Telangana 500081",Not Found,8919704709,Software company,Open,Closes 8 pm,4.8,Not Found,No,17.4475931,78.3794152,Not Foundcareers,Not Found,Error,Error
https://www.google.com/maps/place/J+V+P+Soft+Pvt+Ltd/data=!4m7!3m6!1s0x3bcb93ddedcbbfd5:0xae02553d93311c03!8m2!3d17.4392128!4d78.3787233!16s%2Fg%2F1tdz7w6n!19sChIJ1b_L7d2TyzsRAxwxkz1VAq4?authuser=0&hl=en&rclk=1,J V P Soft Pvt Ltd,"Plot No-5, Software Units Layout, Madhapur, Hyderabad, Telangana 500081",Not Found,Phone Number Not Found,Software company,Open,Not Found,4.1,Not Found,No,93311,78.3787233,Not Foundcareers,Not Found,Error,Error
https://www.google.com/maps/place/SAILOTECH+Private+Limited/data=!4m7!3m6!1s0x3bcb91610412a9ab:0x275e0848576b0e3!8m2!3d17.4451535!4d78.3766449!16s%2Fg%2F11b76vqp0j!19sChIJq6kSBGGRyzsR47B2hYTgdQI?authuser=0&hl=en&rclk=1,SAILOTECH Private Limited,"CYBER PEARL, Hitech City Main Rd, Phase 2, HITEC City, Hyderabad, Telangana 500081",Not Found,4040022002,Software company,Open,Closes 7 pm,4.1,Not Found,No,17.4451535,78.3766449,Not Foundcareers,Not Found,Error,Error
https://www.google.com/maps/place/Rainsoft+Global+Software+Solutions/data=!4m7!3m6!1s0x3bcb9381f25b5d27:0x449dd16d3bada6f!8m2!3d17.4468563!4d78.3804818!16s%2Fg%2F11t1sl72l6!19sChIJJ11b8oGTyzsRb9q60xbdSQQ?authuser=0&hl=en&rclk=1,Rainsoft Global Software Solutions,"Madhu Residency, opposite Medicover 102, behind Cyber tower's, Hyderabad, Telangana 500081",http://www.rainsoftglobal.com/,4031945995,Software company,Open,Not Found,4.9,Not Found,No,17.4468563,78.3804818,http://www.rainsoftglobal.com/careers,http://www.rainsoftglobal.com/,Error,Error
https://www.google.com/maps/place/Vedams+Towers/data=!4m7!3m6!1s0x3bcb93de24eabc81:0xd8008a7d843a8e91!8m2!3d17.4457013!4d78.3804453!16s%2Fg%2F1tmbtkx0!19sChIJgbzqJN6TyzsRkY46hH2KANg?authuser=0&hl=en&rclk=1,Vedams Towers,"Plot No, Plot No 82/D & 83/D, Survey No 78, Patrika Nagar, HiTech City, Madhapur, 83D, Patrika Nagar, Hyderabad, Telangana 500081",http://www.vedams.com/,4023114734,Software company,Open,Closes 6 pm,4.4,Not Found,No,17.4457013,78.3804453,http://www.vedams.com/careers,http://www.vedams.com/,Error,Error
https://www.google.com/maps/place/Infiray+Software+Private+Limited/data=!4m7!3m6!1s0x3bcb932626dab427:0xd4638e430e66b7f6!8m2!3d17.4628425!4d78.3771012!16s%2Fg%2F11scvvdr3k!19sChIJJ7TaJiaTyzsR9rdmDkOOY9Q?authuser=0&hl=en&rclk=1,Infiray Software Private Limited,"4th & 5th Floor, Bizness Square, Junction, Hitech City Rd, opposite Hitex Road, Vinayaka Nagar, Madhapur, Hyderabad, Telangana 500084",https://infinaro.com/,Phone Number Not Found,Software company,Open,Closes 6 pm,4.3,15,No,17.4628425,78.3771012,https://infinaro.com/careers,https://infinaro.com/,Error,Error
https://www.google.com/maps/place/Adaptive+Software+Solutions/data=!4m7!3m6!1s0x3bcb936917dc5f21:0xe92df85897bfb839!8m2!3d17.45109!4d78.37061!16s%2Fg%2F11h3ths9w_!19sChIJIV_cF2mTyzsRObi_l1j4Lek?authuser=0&hl=en&rclk=1,Adaptive Software Solutions,"Awfis, Level 6, N-Heights, Phase 2, HITEC City, Hyderabad, Telangana 500081",https://adaptivesoftware.in/,4066588363,Software company,Open,Closes 10 pm,4.5,11,No,17.45109,78.37061,https://adaptivesoftware.in/careers,https://adaptivesoftware.in/,Error,Error
https://www.google.com/maps/place/Grepthor+Software+Solutions+Pvt+Ltd/data=!4m7!3m6!1s0x3bcb93daa6ed8c8f:0x3c0f1542a8b97c78!8m2!3d17.4579026!4d78.3720499!16s%2Fg%2F11dympwvln!19sChIJj4ztptqTyzsReHy5qEIVDzw?authuser=0&hl=en&rclk=1,Grepthor Software Solutions Pvt Ltd,"6th Floor, Omega-C Block, Divyasree Building, Hitech City Rd, Kondapur, Hyderabad, Kothaguda, Telangana 500084",Not Found,9133700555,Software company,Open,Opens 12 am,3.7,Not Found,No,17.4579026,78.3720499,Not Foundcareers,Not Found,Error,Error
https://www.google.com/maps/place/Future+Tech+IT+Global+Services+Pvt+LTD/data=!4m7!3m6!1s0x3bcb93539505ccb7:0x104e4577b174c503!8m2!3d17.456715!4d78.376143!16s%2Fg%2F11qnvkpmlm!19sChIJt8wFlVOTyzsRA8V0sXdFThA?authuser=0&hl=en&rclk=1,Future Tech IT Global Services Pvt LTD,"Workflo Bizness Square Hitex 4th floor, Bizness Square opposite Hitex, junction, Hitech City Rd, Madhapur, Telangana 500081",Not Found,Phone Number Not Found,Software company,Open,Closes 6 pm,4.4,Not Found,No,17.456715,78.376143,Not Foundcareers,Not Found,Error,Error
https://www.google.com/maps/place/Volio+Technologies+Limited/data=!4m7!3m6!1s0x3bcb916691a6fb41:0xf50e7bd528973faf!8m2!3d17.4469693!4d78.3812153!16s%2Fg%2F11f4pnm3tt!19sChIJQfumkWaRyzsRrz-XKNV7DvU?authuser=0&hl=en&rclk=1,Volio Technologies Limited,"ground floor, blossom heights, H.no: 1-90-7/B/53/P Patrika nagar, Hitech city, Madhapur, Telangana 500081",Not Found,4048506879,Software company,Open,Closes 6:30 pm,4.4,37,No,17.4469693,78.3812153,Not Foundcareers,Not Found,Error,Error
https://www.google.com/maps/place/Lyros+Technologies+Pvt+Ltd/data=!4m7!3m6!1s0x26341e52552b3c2d:0x7af9a986c692383b!8m2!3d17.4508474!4d78.3805496!16s%2Fg%2F11kqy8gv1s!19sChIJLTwrVVIeNCYROziSxoap-Xo?authuser=0&hl=en&rclk=1,Lyros Technologies Pvt Ltd,"7th Floor, Cyber Towers, Q-2, Hitech City Main Rd, Patrika Nagar, HITEC City, Hyderabad, Telangana 500081",Not Found,9133456915,Software company,Open,Closes 6:30 pm,4.4,Not Found,No,17.4508474,78.3805496,Not Foundcareers,Not Found,Error,Error
https://www.google.com/maps/place/Super+secure+Apps/data=!4m7!3m6!1s0x3bcb91ef5b5a1017:0x2bb3714533ec524b!8m2!3d17.4561234!4d78.3764333!16s%2Fg%2F11qgyh697l!19sChIJFxBaW--RyzsRS1LsM0Vxsys?authuser=0&hl=en&rclk=1,Super secure Apps,"Building, CWV 5th Floor, Business Square, 16, Hitech City Rd, Laxmi Cyber City, Whitefields, HITEC City, Hyderabad, Telangana 500081",https://supersecureapps.com/,8699699346,Software company,Open,Not Found,5,144,No,17.4561234,78.3764333,https://supersecureapps.com/careers,https://supersecureapps.com/,Error,Error
https://www.google.com/maps/place/Naidu+Software+Technologies+Private+Limited/data=!4m7!3m6!1s0x3bcba1ce876e07a5:0xc11521ece3c90475!8m2!3d17.4344456!4d78.374599!16s%2Fg%2F11sh69mgr1!19sChIJpQduh86hyzsRdQTJ4-whFcE?authuser=0&hl=en&rclk=1,Naidu Software Technologies Private Limited,"C9MF+QRH, Hitech City Main Rd, Diamond Hills, Lumbini Avenue, HITEC City, Hyderabad, Telangana 500032",http://paymamaapp.in/,4029563154,Software company,Not Found,Not Found,4.4,7,No,17.4344456,78.374599,http://paymamaapp.in/careers,http://paymamaapp.in/,Error,Error
https://www.google.com/maps/place/Acuvate+Software+Pvt+Ltd/data=!4m7!3m6!1s0x3bcb916302a87ad3:0x3f5e20047ee0de5!8m2!3d17.4546253!4d78.3867557!16s%2Fg%2F124yl1cgk!19sChIJ03qoAmORyzsR5Q3uRwDi9QM?authuser=0&hl=en&rclk=1,Acuvate Software Pvt Ltd,"1st & 2nd Floor, MJR Arcade, Khanamet, Gurukul Society, Landmark: Near Meridian School, Madhapur, Hyderabad, Telangana 500081",http://www.acuvate.com/,4067333777,Software company,Open,Closes 7 pm,4.2,Not Found,No,17.4546253,78.3867557,http://www.acuvate.com/careers,http://www.acuvate.com/,info@acuvate.com,https://acuvate.com/careers/
https://www.google.com/maps/place/Ahex+Technologies+-+Mobile+App+Development+Company+in+Hyderabad/data=!4m7!3m6!1s0x3bcb900ed933ff81:0xb79715aed0874331!8m2!3d17.4350719!4d78.3661153!16s%2Fg%2F1hjgx59ns!19sChIJgf8z2Q6QyzsRMUOH0K4Vl7c?authuser=0&hl=en&rclk=1,Ahex Technologies - Mobile App Development Company in Hyderabad,"Unit 301 & 302 , Third Floor, Magna Park View Towers, Urdu University Rd, Sri Shyam Nagar, Telecom Nagar Extension, Gachibowli, Hyderabad, Telangana 500032",https://ahex.co/,8885564224,Software company,Open,Closes 8 pm,4.2,118,No,17.4350719,78.3661153,https://ahex.co/careers,https://ahex.co/,sales@ahex.co.in,https://ahex.co/careers/
https://www.google.com/maps/place/ALTOKK+Software+Solutions+Private+Limited/data=!4m7!3m6!1s0x3bcb937e6028ce35:0x6f57965c36746961!8m2!3d17.4314847!4d78.3821171!16s%2Fg%2F11hz6tnq1x!19sChIJNc4oYH6TyzsRYWl0NlyWV28?authuser=0&hl=en&rclk=1,ALTOKK Software Solutions Private Limited,"3rd floor, Gowra Palladium, Silpa Gram Craft Village, HITEC City, Hyderabad, Telangana 500032",http://www.altokk.com/,7207789877,Software company,Open,Closes 7 pm,4.9,Not Found,No,17.4314847,78.3821171,http://www.altokk.com/careers,http://www.altokk.com/,admin@altokk.com,https://altokk.com/career-counseling/
https://www.google.com/maps/place/Anchovies+IT+Solutions+Private+Limited/data=!4m7!3m6!1s0x3bcb9165d75aaaab:0xc6ab553a044d76bf!8m2!3d17.4520144!4d78.3934213!16s%2Fg%2F11jv6ccymk!19sChIJq6pa12WRyzsRv3ZNBDpVq8Y?authuser=0&hl=en&rclk=1,Anchovies IT Solutions Private Limited,"Block C - 4th Floor, 100 Feet Rd, Chanda Naik Nagar, Madhapur, Hyderabad, Telangana 500081",http://anchovies.in/,4048586350,Software company,Open,Closes 7 pm,5,4,No,17.4520144,76,http://anchovies.in/careers,http://anchovies.in/,support@anchovies.in,https://anchovies.in/careers.html
https://www.google.com/maps/place/Ascus+Tech+Private+Limited/data=!4m7!3m6!1s0x3bcb915511adabeb:0x2949197266c1a460!8m2!3d17.4438418!4d78.3846213!16s%2Fg%2F11rvdbz_22!19sChIJ66utEVWRyzsRYKTBZnIZSSk?authuser=0&hl=en&rclk=1,Ascus Tech Private Limited,"Plot no 36&37 Hunters Quest 5th Floor, Vittal Rao Nagar, Madhapur, HITEC City, Hyderabad, Telangana 500081",https://ascustech.in/,9032476555,Software company,Open,Closes 5 pm,4.9,58,No,17.4438418,78.3846213,https://ascustech.in/careers,https://ascustech.in/,info@ascustech.in,https://ascustech.in/careers/
https://www.google.com/maps/place/BizAcuity+Solutions+Pvt.+Ltd./data=!4m7!3m6!1s0x3bcb915ff39fbe7b:0xd968b15aa25b8e6c!8m2!3d17.441189!4d78.383816!16s%2Fg%2F1260f56c0!19sChIJe76f81-RyzsRbI5bolqxaNk?authuser=0&hl=en&rclk=1,BizAcuity Solutions Pvt. Ltd.,"Hitech Pearl, Vittal Rao Nagar, HITEC City, Hyderabad, Telangana 500081",http://www.bizacuity.com/,4043111808,Software company,Open,Closes 7 pm,4.8,Not Found,No,17.441189,78.383816,http://www.bizacuity.com/careers,http://www.bizacuity.com/,"GAMWIT-Logo@2x.png, GAMWIT-Logo@2x-300x60.png",https://bizacuity.com/careers/
https://www.google.com/maps/place/Byteridge+Software+Private+Limited/data=!4m7!3m6!1s0x3bcb93de76d0cb49:0xce3823ec0adfbc2c!8m2!3d17.4231591!4d78.3390254!16s%2Fg%2F1tf4ch4w!19sChIJScvQdt6TyzsRLLzfCuwjOM4?authuser=0&hl=en&rclk=1,Byteridge Software Private Limited,"WeWork Rajapushpa Summit, Financial District, Hyderabad, Telangana 500032",http://byteridge.com/,4067453961,Software company,Open,Closes 6 pm,4.5,Not Found,No,17.4231591,78.3390254,http://byteridge.com/careers,http://byteridge.com/,info@byteridge.com,https://byteridge.com/careers/
https://www.google.com/maps/place/BSIT+Software+Services+Pvt.+Ltd.-+Leading+Software+Development+Company./data=!4m7!3m6!1s0x3bcb85278dd5aea1:0xe9ba8a3643c8e536!8m2!3d17.4367149!4d78.3671066!16s%2Fg%2F11c30whxf3!19sChIJoa7VjSeFyzsRNuXIQzaKuuk?authuser=0&hl=en&rclk=1,BSIT Software Services Pvt. Ltd.- Leading Software Development Company.,"2nd Floor, 2-48/5/6, Gachibowli Rd, Opp. RTTC, Telecom Nagar Extension, Gachibowli, Hyderabad, Telangana 500032",http://www.bsitsoftware.com/,9985222841,Software company,Open,Closes 7 pm,4.8,Not Found,No,17.4367149,78.3671066,http://www.bsitsoftware.com/careers,http://www.bsitsoftware.com/,"info@bsitsoftware.com, hr@bsitsoftware.com",https://careers.bsitsoftware.com/
