search_item,search_lat,search_lon,URL,url_lat,url_lon,distance_km,within_7km
"IELTS Coaching or Tuition Institutes in Bhagwan Das Road, Delhi",28.6220345,77.2331134,"https://www.google.com/maps/place/Jamboree+Education+:-+New+Friends+Colony+Center,+Delhi/data=!4m7!3m6!1s0x390ce34e43f02297:0x983278db8dbfb795!8m2!3d28.5716165!4d77.2664424!16s%2Fg%2F1vnrjd86!19sChIJlyLwQ07jDDkRlbe_jdt4Mpg?authuser=0&hl=en&rclk=1",28.5716165,77.2664424,6.48,YES
"IELTS Coaching or Tuition Institutes in Bhagwan Das Road, Delhi",28.6220345,77.2331134,https://www.google.com/maps/place/IELTS+Coaching/data=!4m7!3m6!1s0x390ce3150ae52a5b:0xf21867b6d6b620de!8m2!3d28.5692956!4d77.2440347!16s%2Fg%2F11n0b98c1y!19sChIJWyrlChXjDDkR3iC21rZnGPI?authuser=0&hl=en&rclk=1,28.5692956,77.2440347,5.96,YES
"IELTS Coaching or Tuition Institutes in Bhikaji Cama Place, Delhi",28.5686275,77.1842395,https://www.google.com/maps/place/The+Study+Arena/data=!4m7!3m6!1s0x390d1ded77c40dab:0x2e955490a4bb92d!8m2!3d28.5660113!4d77.1868316!16s%2Fg%2F11f3v2_bpf!19sChIJqw3Ed-0dDTkRLblLCklV6QI?authuser=0&hl=en&rclk=1,28.5660113,77.1868316,0.39,YES
"IELTS Coaching or Tuition Institutes in Bhikaji Cama Place, Delhi",28.5686275,77.1842395,https://www.google.com/maps/place/International+Placewell+Consultants+Pvt.+Ltd.+%28IPC%29/data=!4m7!3m6!1s0x390d1d841aaaaaab:0x4af46a680dc41fc3!8m2!3d28.5692448!4d77.1872381!16s%2Fg%2F1whdgr0x!19sChIJq6qqGoQdDTkRwx_EDWhq9Eo?authuser=0&hl=en&rclk=1,28.5692448,77.1872381,0.3,YES
"IELTS Coaching or Tuition Institutes in Bhikaji Cama Place, Delhi",28.5686275,77.1842395,https://www.google.com/maps/place/American+Institute+of+English+Language+Pvt.+Ltd./data=!4m7!3m6!1s0x390ce25eaf9c7ddb:0x8adf033e690d6828!8m2!3d28.5700013!4d77.2198247!16s%2Fg%2F12h_csggs!19sChIJ232cr17iDDkRKGgNaT4D34o?authuser=0&hl=en&rclk=1,28.5700013,77.2198247,3.48,YES
"IELTS Coaching or Tuition Institutes in Bhikaji Cama Place, Delhi",28.5686275,77.1842395,https://www.google.com/maps/place/Colluni+overseas+education+-+Best+Study+Abroad+Consultants+in+Delhi/data=!4m7!3m6!1s0x390d1d86abfaaaab:0x3eb037434ecd6497!8m2!3d28.5691583!4d77.1877843!16s%2Fg%2F11gd3bkv3d!19sChIJq6r6q4YdDTkRl2TNTkM3sD4?authuser=0&hl=en&rclk=1,28.5691583,77.1877843,0.35,YES
"IELTS Coaching or Tuition Institutes in Bhikaji Cama Place, Delhi",28.5686275,77.1842395,https://www.google.com/maps/place/Linguistic+Academy/data=!4m7!3m6!1s0x390d1d9615d3c441:0x7cef5b06df43ed48!8m2!3d28.5571776!4d77.1724888!16s%2Fg%2F1ptxpqb2l!19sChIJQcTTFZYdDTkRSO1D3wZb73w?authuser=0&hl=en&rclk=1,28.5571776,77.1724888,1.71,YES
"IELTS Coaching or Tuition Institutes in Bhikaji Cama Place, Delhi",28.5686275,77.1842395,https://www.google.com/maps/place/collegepartner.in/data=!4m7!3m6!1s0x390d1d8414b00001:0x320754a56adcf7b2!8m2!3d28.5677649!4d77.187382!16s%2Fg%2F11kr9k8kj4!19sChIJAQCwFIQdDTkRsvfcaqVUBzI?authuser=0&hl=en&rclk=1,28.5677649,77.187382,0.32,YES
"IELTS Coaching or Tuition Institutes in Bhikaji Cama Place, Delhi",28.5686275,77.1842395,https://www.google.com/maps/place/Achiever%27s+Point/data=!4m7!3m6!1s0x390d030d1e116a3f:0xfaaa47f3feb6de13!8m2!3d28.5509312!4d77.2048839!16s%2Fg%2F1tf6_9vn!19sChIJP2oRHg0DDTkRE962_vNHqvo?authuser=0&hl=en&rclk=1,28.5509312,77.2048839,2.82,YES
"IELTS Coaching or Tuition Institutes in Bhikaji Cama Place, Delhi",28.5686275,77.1842395,https://www.google.com/maps/place/PHOENIX+ACADEMIA/data=!4m7!3m6!1s0x390ce3277c834719:0xace8ce6309fb80c1!8m2!3d28.5418375!4d77.2036432!16s%2Fg%2F11fphhk5v5!19sChIJGUeDfCfjDDkRwYD7CWPO6Kw?authuser=0&hl=en&rclk=1,28.5418375,77.2036432,3.53,YES
