search_item,search_lat,search_lon,url,url_lat,url_lon,distance_km,within_7km
"IELTS Coaching in Connaught Place, Delhi",28.6315,77.2167,https://www.google.com/maps/place/The+Scorp+Overseas/data=!4m7!3m6!1s0x390cfd8f82799d7f:0xab4ad94c32eef612!8m2!3d28.633617!4d77.217727!16s%2Fg%2F11f4m9_v_t!19sChIJf515go_9DDkREvbuMkzZSqs?authuser=0&hl=en&rclk=1,28.633617,77.217727,0.26,YES
"IELTS Coaching in Connaught Place, Delhi",28.6315,77.2167,https://www.google.com/maps/place/Seven+Seas/data=!4m7!3m6!1s0x390cfd323820a18f:0xe86eb5a9f9d0d41c!8m2!3d28.6291174!4d77.2259531!16s%2Fg%2F1hm3mcs05!19sChIJj6EgODL9DDkRHNTQ-am1bug?authuser=0&hl=en&rclk=1,28.6291174,77.2259531,0.94,YES
"IELTS Coaching in Connaught Place, Delhi",28.6315,77.2167,https://www.google.com/maps/place/GoUK+-+UK+Education+Consultancy/data=!4m7!3m6!1s0x390cfd7f7026fdc7:0xee725159a8f49bf3!8m2!3d28.630913!4d77.2167194!16s%2Fg%2F11tjnzpss_!19sChIJx_0mcH_9DDkR85v0qFlRcu4?authuser=0&hl=en&rclk=1,28.630913,77.2167194,0.07,YES
"IELTS Coaching in Connaught Place, Delhi",28.6315,77.2167,https://www.google.com/maps/place/inlingua+Connaught+Place/data=!4m7!3m6!1s0x390cfd3802660ad1:0xf825499a40598e18!8m2!3d28.634645!4d77.217843!16s%2Fg%2F11cn1276w9!19sChIJ0QpmAjj9DDkRGI5ZQJpJJfg?authuser=0&hl=en&rclk=1,28.634645,77.217843,0.37,YES
"IELTS Coaching in Karol Bagh, Delhi",28.6519,77.1909,https://www.google.com/maps/place/American+institute+Karol+Bagh+Center/data=!4m7!3m6!1s0x390d02851e80ae9b:0x683903f1fec2a453!8m2!3d28.656493!4d77.1856871!16s%2Fg%2F11c43qsmwp!19sChIJm66AHoUCDTkRU6TC_vEDOWg?authuser=0&hl=en&rclk=1,28.656493,77.1856871,0.72,YES
"IELTS Coaching in Karol Bagh, Delhi",28.6519,77.1909,https://www.google.com/maps/place/The+Oxford+Academy+-+English+Speaking+Course+in+English+Tuition+Classes+I+English+Institute/data=!4m7!3m6!1s0x390cfd611977c36f:0xa73b951708d7b95d!8m2!3d28.6480201!4d77.1985613!16s%2Fg%2F11bzrfrjyx!19sChIJb8N3GWH9DDkRXbnXCBeVO6c?authuser=0&hl=en&rclk=1,28.6480201,77.1985613,0.86,YES
"IELTS Coaching in Karol Bagh, Delhi",28.6519,77.1909,https://www.google.com/maps/place/Best+English+Speaking+Classes+Delhi%2F+IELTS%2F+TOEFL+Institute-+WizMantra+Spoken+Online/data=!4m7!3m6!1s0x390d02853aaaaaab:0xfb302382a92b9480!8m2!3d28.6553925!4d77.1852162!16s%2Fg%2F11f553zg25!19sChIJq6qqOoUCDTkRgJQrqYIjMPs?authuser=0&hl=en&rclk=1,28.6553925,77.1852162,0.68,YES
"IELTS Coaching in Karol Bagh, Delhi",28.6519,77.1909,https://www.google.com/maps/place/Emjay+Coaching/data=!4m7!3m6!1s0x390cfd67c78d795d:0x6ae9e6e49594599d!8m2!3d28.6471876!4d77.2046105!16s%2Fg%2F11gdkwvyr0!19sChIJXXmNx2f9DDkRnVmUleTm6Wo?authuser=0&hl=en&rclk=1,28.6471876,77.2046105,1.44,YES
"IELTS Coaching in Karol Bagh, Delhi",28.6519,77.1909,https://www.google.com/maps/place/Verbalhub/data=!4m7!3m6!1s0x390cfd67785cfc07:0x8e60f4e264df069e!8m2!3d28.6446855!4d77.2012267!16s%2Fg%2F11q499vn6v!19sChIJB_xceGf9DDkRngbfZOL0YI4?authuser=0&hl=en&rclk=1,28.6446855,77.2012267,1.29,YES
"IELTS Coaching in Karol Bagh, Delhi",28.6519,77.1909,https://www.google.com/maps/place/Tutelars+Coaching+Centre/data=!4m7!3m6!1s0x390cfd607311d5e1:0x2d8cd319e4c059b9!8m2!3d28.6567961!4d77.1998741!16s%2Fg%2F11f5h2z40w!19sChIJ4dURc2D9DDkRuVnA5BnTjC0?authuser=0&hl=en&rclk=1,28.6567961,77.1998741,1.03,YES
"IELTS Coaching in Karol Bagh, Delhi",28.6519,77.1909,https://www.google.com/maps/place/Tutoriam/data=!4m7!3m6!1s0x390cfdf89e807ceb:0xa5020dfa042552d5!8m2!3d28.6543103!4d77.2011148!16s%2Fg%2F11ybkc6mdm!19sChIJ63yAnvj9DDkR1VIlBPoNAqU?authuser=0&hl=en&rclk=1,28.6543103,77.2011148,1.03,YES
"IELTS Coaching in Karol Bagh, Delhi",28.6519,77.1909,https://www.google.com/maps/place/JG+Language+Academy+Online/data=!4m7!3m6!1s0x390d034493791d1f:0x39463acff8bd7ed7!8m2!3d28.6551898!4d77.1901348!16s%2Fg%2F11m6nbp1kc!19sChIJHx15k0QDDTkR1369-M86Rjk?authuser=0&hl=en&rclk=1,28.6551898,77.1901348,0.37,YES
"IELTS Coaching in Lajpat Nagar, Delhi",28.5677,77.2436,https://www.google.com/maps/place/Dawn+English+Academy/data=!4m7!3m6!1s0x390ce2532cfcde4b:0x678e15ae7b62ce03!8m2!3d28.5708199!4d77.2408441!16s%2Fg%2F11c3_5b5fw!19sChIJS978LFPiDDkRA85ie64Vjmc?authuser=0&hl=en&rclk=1,28.5708199,77.2408441,0.44,YES
"IELTS Coaching in Lajpat Nagar, Delhi",28.5677,77.2436,https://www.google.com/maps/place/IELTS+Coaching/data=!4m7!3m6!1s0x390ce3150ae52a5b:0xf21867b6d6b620de!8m2!3d28.5692956!4d77.2440347!16s%2Fg%2F11n0b98c1y!19sChIJWyrlChXjDDkR3iC21rZnGPI?authuser=0&hl=en&rclk=1,28.5692956,77.2440347,0.18,YES
"IELTS Coaching in Lajpat Nagar, Delhi",28.5677,77.2436,https://www.google.com/maps/place/VIEC+LAJPAT+NAGAR/data=!4m7!3m6!1s0x390ce253412d3193:0x9dbca7b059a81b72!8m2!3d28.572629!4d77.239436!16s%2Fg%2F11b_2cvg95!19sChIJkzEtQVPiDDkRchuoWbCnvJ0?authuser=0&hl=en&rclk=1,28.572629,77.239436,0.68,YES
"IELTS Coaching in Lajpat Nagar, Delhi",28.5677,77.2436,https://www.google.com/maps/place/Study+Smart+-+Study+Abroad+Consultancy+%26+Classroom+IELTS+Coaching+in+Delhi/data=!4m7!3m6!1s0x390ce25da9f07291:0xd2983a4bc399f4b9!8m2!3d28.534164!4d77.242784!16s%2Fg%2F1ptz53z8t!19sChIJkXLwqV3iDDkRufSZw0s6mNI?authuser=0&hl=en&rclk=1,28.534164,77.242784,3.73,YES
"IELTS Coaching in Lajpat Nagar, Delhi",28.5677,77.2436,https://www.google.com/maps/place/Ekam+Academy+For+IELTS+and+SAT.%28We+help+Students+to+get+admission+in+the+best+Universities+around+the+Globe%29/data=!4m7!3m6!1s0x390ce3ee92d21553:0xdc329aa9abeceb9d!8m2!3d28.5786088!4d77.2446584!16s%2Fg%2F11w4m58xcg!19sChIJUxXSku7jDDkRnevsq6maMtw?authuser=0&hl=en&rclk=1,28.5786088,77.2446584,1.22,YES
"IELTS Coaching in Lajpat Nagar, Delhi",28.5677,77.2436,https://www.google.com/maps/place/Vishvas+School+of+Languages/data=!4m7!3m6!1s0x390ce25373e491d5:0xd40f998117f5b9de!8m2!3d28.572633!4d77.238077!16s%2Fg%2F11cnn53924!19sChIJ1ZHkc1PiDDkR3rn1F4GZD9Q?authuser=0&hl=en&rclk=1,28.572633,77.238077,0.77,YES
"IELTS Coaching in Lajpat Nagar, Delhi",28.5677,77.2436,https://www.google.com/maps/place/IELTS+%26+English+coaching+by+Sara/data=!4m7!3m6!1s0x390ce31b9653ed97:0xd7aac7b9a7f7d96a!8m2!3d28.5731457!4d77.2439777!16s%2Fg%2F11p110xcmv!19sChIJl-1TlhvjDDkRatn3p7nHqtc?authuser=0&hl=en&rclk=1,28.5731457,77.2439777,0.61,YES
"IELTS Coaching in Lajpat Nagar, Delhi",28.5677,77.2436,https://www.google.com/maps/place/IELTS+QUADRANT+BY+IELTS+EXAMINER+%28+IDP+EXAMINER+REAL+PAPER+CHECKER%29/data=!4m7!3m6!1s0x390ce3cf9aaaaaab:0xd97f41f168e4d610!8m2!3d28.5676955!4d77.2432721!16s%2Fg%2F11tc_15clg!19sChIJq6qqms_jDDkRENbkaPFBf9k?authuser=0&hl=en&rclk=1,28.5676955,610.0,13615.34,NO
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/Ace+With+Ielts/data=!4m7!3m6!1s0x390ce3cc77ebffff:0xb17dc5aa9b8f14ac!8m2!3d28.5513184!4d77.2441237!16s%2Fg%2F11s78cwqqt!19sChIJ___rd8zjDDkRrBSPm6rFfbE?authuser=0&hl=en&rclk=1,28.5513184,77.2441237,3.13,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/PHOENIX+ACADEMIA/data=!4m7!3m6!1s0x390ce3277c834719:0xace8ce6309fb80c1!8m2!3d28.5418375!4d77.2036432!16s%2Fg%2F11fphhk5v5!19sChIJGUeDfCfjDDkRwYD7CWPO6Kw?authuser=0&hl=en&rclk=1,28.5418375,77.2036432,1.1,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/American+Institute+of+English+Language+Pvt.+Ltd./data=!4m7!3m6!1s0x390ce25eaf9c7ddb:0x8adf033e690d6828!8m2!3d28.5700013!4d77.2198247!16s%2Fg%2F12h_csggs!19sChIJ232cr17iDDkRKGgNaT4D34o?authuser=0&hl=en&rclk=1,28.5700013,77.2198247,2.55,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/Magoosh+-+GRE+%7C+GMAT+%7C+SAT+%7C+ACT+%7C+TOEFL+%7C+IELTS/data=!4m7!3m6!1s0x390d1d2831ca2d33:0xa0c28c53e1399aea!8m2!3d28.5383669!4d77.1981759!16s%2Fg%2F11nymg_zk9!19sChIJMy3KMSgdDTkR6po54VOMwqA?authuser=0&hl=en&rclk=1,28.5383669,77.1981759,1.75,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/Wisdom+Mart/data=!4m7!3m6!1s0x390ce20d3cd08137:0xce11744db1716f77!8m2!3d28.5520017!4d77.2038874!16s%2Fg%2F1tcxy63r!19sChIJN4HQPA3iDDkRd29xsU10Ec4?authuser=0&hl=en&rclk=1,28.5520017,77.2038874,0.93,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/Intensive+Institute/data=!4m7!3m6!1s0x390ce5d819660d61:0xca31098e32f884dc!8m2!3d28.5494681!4d77.2975746!16s%2Fg%2F11pds_g_q1!19sChIJYQ1mGdjlDDkR3IT4Mo4JMco?authuser=0&hl=en&rclk=1,28.5494681,77.2975746,8.33,NO
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/Metier+Academy/data=!4m7!3m6!1s0x390d1f0126f50655:0xf8cfda6a112368b0!8m2!3d28.505792!4d77.1745949!16s%2Fg%2F11fkkzccyv!19sChIJVQb1JgEfDTkRsGgjEWraz_g?authuser=0&hl=en&rclk=1,28.505792,77.1745949,5.97,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,"https://www.google.com/maps/place/Jamboree+Education+:-+New+Friends+Colony+Center,+Delhi/data=!4m7!3m6!1s0x390ce34e43f02297:0x983278db8dbfb795!8m2!3d28.5716165!4d77.2664424!16s%2Fg%2F1vnrjd86!19sChIJlyLwQ07jDDkRlbe_jdt4Mpg?authuser=0&hl=en&rclk=1",28.5716165,77.2664424,5.9,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/The+Study+Point/data=!4m7!3m6!1s0x390ce21c55dc01e7:0xfd60a16fb76010e2!8m2!3d28.5340079!4d77.2090613!16s%2Fg%2F11bxfq1x_z!19sChIJ5wHcVRziDDkR4hBgt2-hYP0?authuser=0&hl=en&rclk=1,28.5340079,77.2090613,1.6,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/Fluentia+Academy/data=!4m7!3m6!1s0x390ce19555555555:0xe0b86179b43de662!8m2!3d28.5716473!4d77.2217831!16s%2Fg%2F11b6xd9l3m!19sChIJVVVVVZXhDDkRYuY9tHlhuOA?authuser=0&hl=en&rclk=1,28.5716473,77.2217831,2.78,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/American+Institute+Of+English+Language+Pvt+Ltd/data=!4m7!3m6!1s0x390ce6dbdf32686f:0xe82218ca8d81fb37!8m2!3d28.5013709!4d77.3007538!16s%2Fg%2F11bw3zffl9!19sChIJb2gy39vmDDkRN_uBjcoYIug?authuser=0&hl=en&rclk=1,28.5013709,77.3007538,10.08,NO
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/E2S+CAMPUS/data=!4m7!3m6!1s0x390ce10359bcf8ed:0x1ba4dc6ea8e7218b!8m2!3d28.4941818!4d77.2512185!16s%2Fg%2F11f4wd0278!19sChIJ7fi8WQPhDDkRiyHnqG7cpBs?authuser=0&hl=en&rclk=1,28.4941818,77.2512185,7.09,NO
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/Study+Smart+-+Study+Abroad+Consultancy+%26+Classroom+IELTS+Coaching+in+Delhi/data=!4m7!3m6!1s0x390ce25da9f07291:0xd2983a4bc399f4b9!8m2!3d28.534164!4d77.242784!16s%2Fg%2F1ptz53z8t!19sChIJkXLwqV3iDDkRufSZw0s6mNI?authuser=0&hl=en&rclk=1,28.534164,77.242784,3.35,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/IELTS+Coaching+in+MalviyaNagar/data=!4m7!3m6!1s0x390ce21956efccb7:0x5ad5ccce73bdf016!8m2!3d28.5319305!4d77.2081082!16s%2Fg%2F11gdgx6zk6!19sChIJt8zvVhniDDkRFvC9c87M1Vo?authuser=0&hl=en&rclk=1,28.5319305,77.2081082,1.84,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/Achiever%27s+Point/data=!4m7!3m6!1s0x390d030d1e116a3f:0xfaaa47f3feb6de13!8m2!3d28.5509312!4d77.2048839!16s%2Fg%2F1tf6_9vn!19sChIJP2oRHg0DDTkRE962_vNHqvo?authuser=0&hl=en&rclk=1,28.5509312,77.2048839,0.79,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/Skill+Sutra/data=!4m7!3m6!1s0x390ce3a5f5275e19:0x7dfff5991fc5f8ea!8m2!3d28.5356574!4d77.2075026!16s%2Fg%2F11mvvbbksq!19sChIJGV4n9aXjDDkR6vjFH5n1_30?authuser=0&hl=en&rclk=1,28.5356574,77.2075026,1.46,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/Online+advanced+spoken+english/data=!4m7!3m6!1s0x390ce25928555537:0x9bce0680dbf22e8!8m2!3d28.5750419!4d77.223805!16s%2Fg%2F11byxg8h1r!19sChIJN1VVKFniDDkR6CK_DWjgvAk?authuser=0&hl=en&rclk=1,28.5750419,77.223805,3.2,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/Multilingua+-+Best+English+Speaking+Institute+in+Delhi+%7C+IELTS+Coaching+in+Delhi+%7C+PTE+Coaching+in+Delhi/data=!4m7!3m6!1s0x390ce1fb182b1d79:0xd8e177a851414f6d!8m2!3d28.5203063!4d77.20239!16s%2Fg%2F11dxkx882j!19sChIJeR0rGPvhDDkRbU9BUah34dg?authuser=0&hl=en&rclk=1,28.5203063,77.20239,3.24,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/GMATinsight+GMAT+%7C+GRE+%7C+SAT+%7C+IELTS+Best+Coaching+in+Malviya+Nagar+South+New+Delhi/data=!4m7!3m6!1s0x390ce21cdb87f0af:0xc01989226f75a657!8m2!3d28.5341117!4d77.2101416!16s%2Fg%2F11dxdcb3pv!19sChIJr_CH2xziDDkRV6Z1byKJGcA?authuser=0&hl=en&rclk=1,28.5341117,77.2101416,1.57,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/Inka+Language+Park/data=!4m7!3m6!1s0x390d1d88da76920b:0xecad8965e6d2bb1!8m2!3d28.5571776!4d77.1724888!16s%2Fg%2F11tc7h1wbk!19sChIJC5J22ogdDTkRsSttXpbYyg4?authuser=0&hl=en&rclk=1,28.5571776,77.1724888,4.02,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/inlingua+South+Extension/data=!4m7!3m6!1s0x390ce1f3003c5337:0x56f6a40813c2978b!8m2!3d28.568808!4d77.223536!16s%2Fg%2F1w110kt1!19sChIJN1M8APPhDDkRi5fCEwik9lY?authuser=0&hl=en&rclk=1,28.568808,77.223536,2.55,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/EDUMATE+STUDY+GROUP+-+Tuitions+for+classes+1-12+%7C+CBSE+%7C+ICSE+%7C+All+subjects+%7C+English+%7C+IELTS%2FTOEFL+%7C+B.Com%2FCA%2FCS%2FCMA/data=!4m7!3m6!1s0x390ce390e49b8843:0x70ddd6a4b30b0c98!8m2!3d28.5588025!4d77.227707!16s%2Fg%2F11fhvqk35_!19sChIJQ4ib5JDjDDkRmAwLs6TW3XA?authuser=0&hl=en&rclk=1,28.5588025,77.227707,1.92,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/LearnningTree/data=!4m7!3m6!1s0x390ce28d71e8e48b:0x8b81380010fe6526!8m2!3d28.5836117!4d77.2176058!16s%2Fg%2F11p0w8fq15!19sChIJi-TocY3iDDkRJmX-EAA4gYs?authuser=0&hl=en&rclk=1,28.5836117,77.2176058,3.99,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/iB+Language+Classes+%7C+A+premier+Institute+for+Foreign+Languages/data=!4m7!3m6!1s0x390ce4054fa653d3:0x4536ba754c2e6b8!8m2!3d28.5501072!4d77.2981966!16s%2Fg%2F11cjx0hj19!19sChIJ01OmTwXkDDkRuObCVKdrUwQ?authuser=0&hl=en&rclk=1,3.0,77.2981966,2840.83,NO
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/THE+INSTITUTE+OF+STANDARD+BRITISH+ENGLISH/data=!4m7!3m6!1s0x390d1d60fbd6af0b:0x4a74f27667b16ae!8m2!3d28.5559878!4d77.2413064!16s%2Fg%2F11qslx58y7!19sChIJC6_W-2AdDTkRrhZ7ZidPpwQ?authuser=0&hl=en&rclk=1,28.5559878,77.2413064,2.96,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/LearninGuru+%7C+Study+Abroad+and+Immigration+Consultancy/data=!4m7!3m6!1s0x390ce25b1263dab5:0x78832fc12ef6ae66!8m2!3d28.6055099!4d77.2943306!16s%2Fg%2F11b6sj_mrj!19sChIJtdpjElviDDkRZq72LsEvg3g?authuser=0&hl=en&rclk=1,28.6055099,77.2943306,10.24,NO
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/Interactive+Language+Classes+%7C+Best+Language+Institute+%7C+Uzbek+%7C+Russian+%7C+Spanish+%7C+French+%7C+English+%7C+Arabic/data=!4m7!3m6!1s0x390ce5e1156073cf:0xfd1985feda44509!8m2!3d28.5485526!4d77.3024063!16s%2Fg%2F11mtfdztvl!19sChIJz3NgFeHlDDkRCUWk7V-Y0Q8?authuser=0&hl=en&rclk=1,28.5485526,77.3024063,8.8,NO
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/Onwardo+IMS+Manya+The+Princeton+Review/data=!4m7!3m6!1s0x390ce173002f789b:0x1acc433094fd2530!8m2!3d28.5500421!4d77.2511543!16s%2Fg%2F1tk61h62!19sChIJm3gvAHPhDDkRMCX9lDBDzBo?authuser=0&hl=en&rclk=1,28.5500421,77.2511543,3.8,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/Language+Connect/data=!4m7!3m6!1s0x390ce3cbcd4f4bfd:0x10cb63df2cfdec6c!8m2!3d28.5517175!4d77.2373917!16s%2Fg%2F11rzpvyssq!19sChIJ_UtPzcvjDDkRbOz9LN9jyxA?authuser=0&hl=en&rclk=1,28.5517175,77.2373917,2.48,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/Official+IELTS+Test+Centre+Delhi+%28Nehru+Place%29+%7C+IELTS+IDP+India/data=!4m7!3m6!1s0x390ce377f131a9ef:0x4f9a7b8894771947!8m2!3d28.550713!4d77.2504217!16s%2Fg%2F11g4c7517z!19sChIJ76kx8XfjDDkRRxl3lIh7mk8?authuser=0&hl=en&rclk=1,28.550713,77.2504217,3.73,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/ILSC+New+Delhi/data=!4m7!3m6!1s0x390ce21cda60f7c3:0x3357b0913de308dc!8m2!3d28.5736871!4d77.2283518!16s%2Fg%2F11gzzq6c8!19sChIJw_dg2hziDDkR3AjjPZGwVzM?authuser=0&hl=en&rclk=1,28.5736871,77.2283518,3.25,YES
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/British+Institute/data=!4m7!3m6!1s0x390ce474fe96a865:0xb36222c894b36b14!8m2!3d28.5657642!4d77.2879694!16s%2Fg%2F11b7k2_ncg!19sChIJZaiW_nTkDDkRFGuzlMgiYrM?authuser=0&hl=en&rclk=1,28.5657642,77.2879694,7.64,NO
"IELTS Coaching or Tuition Institutes in Asian Games Village Complex, Delhi",28.5480609,77.2123381,https://www.google.com/maps/place/Swiss+School+Of+Language/data=!4m7!3m6!1s0x390ce25ec0000001:0x380a94382ad808fd!8m2!3d28.5688417!4d77.2249307!16s%2Fg%2F1td5vjjs!19sChIJAQAAwF7iDDkR_QjYKjiUCjg?authuser=0&hl=en&rclk=1,28.5688417,77.2249307,2.62,YES
