URL,Name,Address,Website,Phone,Business Name
https://www.google.com/maps/place/SASHA%E2%80%99S+Coffee+Bar/data=!4m7!3m6!1s0x48670f7674d62e75:0xd1e7f7be9b8ae7e!8m2!3d53.3304265!4d-6.2319889!16s%2Fg%2F11kv4gm1xm!19sChIJdS7WdHYPZ0gRfq646Xt_Hg0?authuser=0&hl=en&rclk=1,,,https://www.ballsbridgecoffee.com/,35316670020,SASHA’S Coffee Bar
https://www.google.com/maps/place/The+Armbarista+Coffee/data=!4m7!3m6!1s0x48670f1df021b93d:0xc7b979690c538e38!8m2!3d53.3508074!4d-6.265738!16s%2Fg%2F11js3y040k!19sChIJPbkh8B0PZ0gROI5TDGl5ucc?authuser=0&hl=en&rclk=1,,,http://instagram.com/thearmbarista/,Phone Number Not Found,The Armbarista Coffee
https://www.google.com/maps/place/Barista+Course+by+Bartira/data=!4m7!3m6!1s0x48670f299b146b85:0xd1ceb9bc2e0bd96e!8m2!3d53.3508783!4d-6.2820955!16s%2Fg%2F11s4f2fm83!19sChIJhWsUmykPZ0gRbtkLLry5ztE?authuser=0&hl=en&rclk=1,Barista Course by Bartira,"5, The Yard, Unit, 16 Stoneybatter, Dublin, D07 FW9X, Ireland",http://www.headstartcourses.ie/,35389972049,Barista Course by Bartira
https://www.google.com/maps/place/Coffee+Laboratory+-+Training+and+consultancy/data=!4m7!3m6!1s0x48670906961d72f5:0xcc8c2337ef929f9a!8m2!3d53.3354097!4d-6.2473354!16s%2Fg%2F11f541qngp!19sChIJ9XIdlgYJZ0gRmp-S7zcjjMw?authuser=0&hl=en&rclk=1,,,https://coffeelaboratory.ie/,35386338093,Coffee Laboratory - Training and consultancy
https://www.google.com/maps/place/Grindstone+Speciality+Coffee+%7C+Dublin+Landings/data=!4m7!3m6!1s0x48670f2749c4ed9f:0x18b5eb69cdc3e7d3!8m2!3d53.3483727!4d-6.2322583!16s%2Fg%2F11wn3966v_!19sChIJn-3ESScPZ0gR0-fDzWnrtRg?authuser=0&hl=en&rclk=1,,,Not Found,Phone Number Not Found,Grindstone Speciality Coffee | Dublin Landings
https://www.google.com/maps/place/Imbibe+Coffee+Roasters/data=!4m7!3m6!1s0x4867053cb309e5d3:0x97dc1017574a1196!8m2!3d53.3338288!4d-6.2928447!16s%2Fg%2F1q62bksbz!19sChIJ0-UJszwFZ0gRlhFKVxcQ3Jc?authuser=0&hl=en&rclk=1,,,https://imbibe.ie/,35318167676,Imbibe Coffee Roasters
https://www.google.com/maps/place/Copper+%2B+Straw+Speciality+Coffee/data=!4m7!3m6!1s0x48670dd8ecbf0247:0x73614f95dfc3ec5f!8m2!3d53.3459642!4d-6.2757173!16s%2Fg%2F11q2s_k2rc!19sChIJRwK_7NgNZ0gRX-zD35VPYXM?authuser=0&hl=en&rclk=1,,,https://copperandstraw.ie/,35387810263,Copper + Straw Speciality Coffee
https://www.google.com/maps/place/Brew+Town+Cafe+and+Specialty+Coffee+Roastery/data=!4m7!3m6!1s0x48670fa823f1a871:0x33db2742d56b43ab!8m2!3d53.3358512!4d-6.2570163!16s%2Fg%2F11j10tp3sg!19sChIJcajxI6gPZ0gRq0Nr1UIn2zM?authuser=0&hl=en&rclk=1,,,https://brewtown.ie/,35383058190,Brew Town Cafe and Specialty Coffee Roastery
https://www.google.com/maps/place/Beanhive+Coffee+Dawson+Street/data=!4m7!3m6!1s0x48670e995bd92b1d:0x9acdb49220e0b06c!8m2!3d53.3397986!4d-6.2588248!16s%2Fg%2F11b66fzbbj!19sChIJHSvZW5kOZ0gRbLDgIJK0zZo?authuser=0&hl=en&rclk=1,,,http://beanhive.ie/,35316774685,Beanhive Coffee Dawson Street
https://www.google.com/maps/place/Proper+Order+Coffee+Co/data=!4m7!3m6!1s0x48670c2e5676f497:0x48212d7f556d1b57!8m2!3d53.3476311!4d-6.277961!16s%2Fg%2F11ckkstkpx!19sChIJl_R2Vi4MZ0gRVxttVX8tIUg?authuser=0&hl=en&rclk=1,Proper Order Coffee Co,"Unit 1, The Distillery Building, Smithfield, Dublin 7, D07 WDX9, Ireland",http://www.properordercoffeeco.com/,Phone Number Not Found,Proper Order Coffee Co
https://www.google.com/maps/place/Mimi%E2%80%99s+Coffee/data=!4m7!3m6!1s0x48670f2dc18dd5bd:0x3c46d16979dbde30!8m2!3d53.3449967!4d-6.2527837!16s%2Fg%2F11shprj6lz!19sChIJvdWNwS0PZ0gRMN7beWnRRjw?authuser=0&hl=en&rclk=1,,,https://instagram.com/mimis_coffee_?igshid=YmMyMTA2M2Y=,Phone Number Not Found,Mimi’s Coffee
https://www.google.com/maps/place/The+Art+of+Coffee+-+Dublin+8/data=!4m7!3m6!1s0x48670d8c48c43e6f:0x262a2e923950963!8m2!3d53.3436435!4d-6.2833361!16s%2Fg%2F11kqzvcw8z!19sChIJbz7ESIwNZ0gRYwmVI-miYgI?authuser=0&hl=en&rclk=1,,,https://theartofcoffee.ie/thomas-street/,Phone Number Not Found,The Art of Coffee - Dublin 8
https://www.google.com/maps/place/Fogg+Cafe/data=!4m7!3m6!1s0x48670d9ca04ca961:0x227ab433e2b03d24!8m2!3d53.3377219!4d-6.2842702!16s%2Fg%2F11t3fst3t_!19sChIJYalMoJwNZ0gRJD2w4jO0eiI?authuser=0&hl=en&rclk=1,,,http://www.foggcafe.ie/,35389481658,Fogg Cafe
https://www.google.com/maps/place/Coffeeangel/data=!4m7!3m6!1s0x48670e9c963832c3:0xdc1425596d651a3!8m2!3d53.343963!4d-6.262116!16s%2Fg%2F11cmpcqd37!19sChIJwzI4lpwOZ0gRo1HWllVCwQ0?authuser=0&hl=en&rclk=1,,,https://coffeeangel.com/,Phone Number Not Found,Coffeeangel
https://www.google.com/maps/place/AWOL+Society+Cafe/data=!4m7!3m6!1s0x48670d8cf65985f7:0xdb737763f001829a!8m2!3d53.3406037!4d-6.2867601!16s%2Fg%2F11k4k3r__p!19sChIJ94VZ9owNZ0gRmoIB8GN3c9s?authuser=0&hl=en&rclk=1,,,https://www.instagram.com/temporary_cafe/p/DIV-cJmAan1/,Phone Number Not Found,AWOL Society Cafe
https://www.google.com/maps/place/Irish+Barista+Academy/data=!4m7!3m6!1s0x48670d68ad6d6bd7:0xecb89ed89a90bc33!8m2!3d53.3470717!4d-6.2693128!16s%2Fg%2F11fp8xjtv8!19sChIJ12ttrWgNZ0gRM7yQmtieuOw?authuser=0&hl=en&rclk=1,,,http://www.irishbaristaacademy.ie/,35312150001,Irish Barista Academy
https://www.google.com/maps/place/Unfiltered+coffee/data=!4m7!3m6!1s0x48670d6ae2d21acd:0x2d7afe834e407246!8m2!3d53.339532!4d-6.3205147!16s%2Fg%2F11flgddly0!19sChIJzRrS4moNZ0gRRnJAToP-ei0?authuser=0&hl=en&rclk=1,,,Not Found,Phone Number Not Found,Unfiltered coffee
https://www.google.com/maps/place/Boom+Coffee+Roasters+Inchicore/data=!4m7!3m6!1s0x48670dc3a15a60a5:0x803921d04fd0ba88!8m2!3d53.3360781!4d-6.3267498!16s%2Fg%2F11jh5j_5nv!19sChIJpWBaocMNZ0gRiLrQT9AhOYA?authuser=0&hl=en&rclk=1,Boom Coffee Roasters Inchicore,"Inchicore, Dublin 8, D08 E6DK, Ireland",Not Found,Phone Number Not Found,Boom Coffee Roasters Inchicore
https://www.google.com/maps/place/Coffeeangel/data=!4m7!3m6!1s0x48670e9be90a30c9:0xa1bca1297adda63d!8m2!3d53.341105!4d-6.258754!16s%2Fg%2F11yk0p6dp!19sChIJyTAK6ZsOZ0gRPabdeimhvKE?authuser=0&hl=en&rclk=1,,,https://coffeeangel.com/,Phone Number Not Found,Coffeeangel
https://www.google.com/maps/place/The+Art+of+Coffee/data=!4m7!3m6!1s0x48670fef2b3aa691:0xdfc11e28af019636!8m2!3d53.3407441!4d-6.2438554!16s%2Fg%2F11h351jjxh!19sChIJkaY6K-8PZ0gRNpYBrygewd8?authuser=0&hl=en&rclk=1,The Art of Coffee,"Sharp Building, 10-12 Hogan Pl, Dublin, D02 Y977, Ireland",https://www.theartofcoffee.ie/,35314759118,The Art of Coffee
https://www.google.com/maps/place/The+Bean+Box+Coffee+Shop/data=!4m7!3m6!1s0x48670f20b1ba0c75:0x3ccec01a40b06449!8m2!3d53.3395658!4d-6.2660831!16s%2Fg%2F11kb3py6_b!19sChIJdQy6sSAPZ0gRSWSwQBrAzjw?authuser=0&hl=en&rclk=1,,,http://thebeanboxcoffeeshop.com/,Phone Number Not Found,The Bean Box Coffee Shop
https://www.google.com/maps/place/Honey+Truffle/data=!4m7!3m6!1s0x48670e91a2ab5cb3:0x5566c2d9cf45d02f!8m2!3d53.3441536!4d-6.2487645!16s%2Fg%2F11g8p8d711!19sChIJs1yropEOZ0gRL9BFz9nCZlU?authuser=0&hl=en&rclk=1,Honey Truffle,"45 Pearse St, Dublin, D02 NY58, Ireland",http://honeytruffle.ie/,35315377766,Honey Truffle
https://www.google.com/maps/place/Container+Coffee/data=!4m7!3m6!1s0x48670c3a90b18267:0xbcd41855f1a551d2!8m2!3d53.3435555!4d-6.2841648!16s%2Fg%2F11dyml7s9f!19sChIJZ4KxkDoMZ0gR0lGl8VUY1Lw?authuser=0&hl=en&rclk=1,,,http://www.containercoffee.com/,Phone Number Not Found,Container Coffee
https://www.google.com/maps/place/Coffeeangel/data=!4m7!3m6!1s0x48670e8c49506f83:0xbeabee8273d09fcf!8m2!3d53.3493182!4d-6.2459967!16s%2Fg%2F11f3zf0nhc!19sChIJg29QSYwOZ0gRz5_Qc4Luq74?authuser=0&hl=en&rclk=1,,,https://coffeeangel.com/,Phone Number Not Found,Coffeeangel
https://www.google.com/maps/place/The+Music+Cafe+Dublin/data=!4m7!3m6!1s0x48670e82ad8b7a9b:0x2377bc4eb144388d!8m2!3d53.3452859!4d-6.2674561!16s%2Fg%2F1hhjz_xm8!19sChIJm3qLrYIOZ0gRjThEsU68dyM?authuser=0&hl=en&rclk=1,,,https://www.facebook.com/themusiccafebycaffemomento,Phone Number Not Found,The Music Cafe Dublin
https://www.google.com/maps/place/Ella%27s+Heaven+Cafe+%26+Bakery/data=!4m7!3m6!1s0x48670fc5c4e191e3:0x15027d233ffbe6f5!8m2!3d53.3502346!4d-6.2566098!16s%2Fg%2F11pbblcwv0!19sChIJ45HhxMUPZ0gR9eb7PyN9AhU?authuser=0&hl=en&rclk=1,,,https://ellasheavencafebakery.ie/,35315573224,Ella's Heaven Cafe & Bakery
https://www.google.com/maps/place/Brindle+Coffee+%26+Wine/data=!4m7!3m6!1s0x48670dd1ff61da09:0x4936781bd821095e!8m2!3d53.3313526!4d-6.2674803!16s%2Fg%2F11f5p5_5rs!19sChIJCdph_9ENZ0gRXgkh2Bt4Nkk?authuser=0&hl=en&rclk=1,,,http://www.brindlecoffeewine.com/,35315321622,Brindle Coffee & Wine
https://www.google.com/maps/place/The+Coffee+Bean/data=!4m7!3m6!1s0x48670e8270db4063:0xb5ded234b94052fe!8m2!3d53.3485701!4d-6.2685273!16s%2Fg%2F11bz098vqm!19sChIJY0DbcIIOZ0gR_lJAuTTS3rU?authuser=0&hl=en&rclk=1,,,http://www.thecoffeebean.ie/,35315613011,The Coffee Bean
https://www.google.com/maps/place/Stay+With+Us/data=!4m7!3m6!1s0x48670db875978c15:0x107a36e9f94b4df6!8m2!3d53.3605741!4d-6.2750265!16s%2Fg%2F11swphvhs_!19sChIJFYyXdbgNZ0gR9k1L-ek2ehA?authuser=0&hl=en&rclk=1,,,http://www.staywithus.ie/,Phone Number Not Found,Stay With Us
https://www.google.com/maps/place/Hot+Bubble+Caf%C3%A9/data=!4m7!3m6!1s0x48670e820b08d799:0x66bf95877eed6445!8m2!3d53.3492166!4d-6.2689226!16s%2Fg%2F11g6yrls63!19sChIJmdcIC4IOZ0gRRWTtfoeVv2Y?authuser=0&hl=en&rclk=1,,,Not Found,35318734871,Hot Bubble Café
https://www.google.com/maps/place/Biryani+%26+Coffee+Shop+-+Adda+Dublin/data=!4m7!3m6!1s0x48670dd871ae0635:0x7598b62a5f6fbfb6!8m2!3d53.3317402!4d-6.2748887!16s%2Fg%2F11sd1qrnqz!19sChIJNQaucdgNZ0gRtr9vXyq2mHU?authuser=0&hl=en&rclk=1,,,http://adda.ie/,35383472021,Biryani & Coffee Shop - Adda Dublin
https://www.google.com/maps/place/The+Art+of+Coffee/data=!4m7!3m6!1s0x48670eecac3dfea9:0xf7fbd03bd9588680!8m2!3d53.3422836!4d-6.2387372!16s%2Fg%2F1tdbw4zz!19sChIJqf49rOwOZ0gRgIZY2TvQ-_c?authuser=0&hl=en&rclk=1,,,https://www.theartofcoffee.ie/,35315152960,The Art of Coffee
https://www.google.com/maps/place/Be+Sweet+Cafe/data=!4m7!3m6!1s0x48670f15a691bf55:0x3200f53c03b20338!8m2!3d53.3419686!4d-6.2613185!16s%2Fg%2F11trg_c82r!19sChIJVb-RphUPZ0gROAOyAzz1ADI?authuser=0&hl=en&rclk=1,,,http://www.thebesweetcompany.com/,Phone Number Not Found,Be Sweet Cafe
https://www.google.com/maps/place/Kaph/data=!4m7!3m6!1s0x48670e9c5804549b:0x2692ce64c6fc9cbd!8m2!3d53.342594!4d-6.26324!16s%2Fg%2F12mm84kk5!19sChIJm1QEWJwOZ0gRvZz8xmTOkiY?authuser=0&hl=en&rclk=1,,,http://www.kaph.ie/,35316139030,Kaph
https://www.google.com/maps/place/Mister+Magpie+Coffee+%28Leeson+Street%29/data=!4m7!3m6!1s0x48670f57951f0847:0x49d4e109b313f611!8m2!3d53.335928!4d-6.2571568!16s%2Fg%2F11hzx3j_05!19sChIJRwgflVcPZ0gREfYTswnh1Ek?authuser=0&hl=en&rclk=1,,,Not Found,Phone Number Not Found,Mister Magpie Coffee (Leeson Street)
https://www.google.com/maps/place/Coffee+Cartel+Coffee+Cart/data=!4m7!3m6!1s0x48670e8f62da9829:0x18719508631c8246!8m2!3d53.3492849!4d-6.2548568!16s%2Fg%2F11cn53sz0w!19sChIJKZjaYo8OZ0gRRoIcYwiVcRg?authuser=0&hl=en&rclk=1,,,Not Found,35385137236,Coffee Cartel Coffee Cart
https://www.google.com/maps/place/Soren+%26+Son/data=!4m7!3m6!1s0x48670d7b7e348585:0x7a51abf31cf5e7ba!8m2!3d53.3389968!4d-6.2731716!16s%2Fg%2F11rd010k29!19sChIJhYU0fnsNZ0gRuuf1HPOrUXo?authuser=0&hl=en&rclk=1,,,Not Found,35314539015,Soren & Son
https://www.google.com/maps/place/Beanhive+Coffee+Baggot+St/data=!4m7!3m6!1s0x48670f5cc451f593:0x20d2eecdae8781c2!8m2!3d53.336459!4d-6.2488101!16s%2Fg%2F11vpqsvqhx!19sChIJk_VRxFwPZ0gRwoGHrs3u0iA?authuser=0&hl=en&rclk=1,,,https://www.beanhive.ie/,35315584794,Beanhive Coffee Baggot St
https://www.google.com/maps/place/Silverskin+Coffee+Roasters/data=!4m7!3m6!1s0x48670dc313dc46eb:0x1b21b25b70a981e1!8m2!3d53.3369341!4d-6.3465462!16s%2Fg%2F11c548svft!19sChIJ60bcE8MNZ0gR4YGpcFuyIRs?authuser=0&hl=en&rclk=1,Silverskin Coffee Roasters,"Unit 2 Westlink Business Park, Dublin, D10 A062, Ireland",http://www.silverskincoffee.ie/,35387901270,Silverskin Coffee Roasters
https://www.google.com/maps/place/D8+Coffee/data=!4m7!3m6!1s0x48670c3e4bc617cf:0x5e63df20837a4337!8m2!3d53.3346862!4d-6.2901147!16s%2Fg%2F11p_0g4l3z!19sChIJzxfGSz4MZ0gRN0N6gyDfY14?authuser=0&hl=en&rclk=1,,,Not Found,Phone Number Not Found,D8 Coffee
https://www.google.com/maps/place/La+Pausa+Caffe+Piccola/data=!4m7!3m6!1s0x48670f65405fcd3d:0x7b9c73f62eb3485c!8m2!3d53.3452718!4d-6.2482128!16s%2Fg%2F11fkr484cs!19sChIJPc1fQGUPZ0gRXEizLvZznHs?authuser=0&hl=en&rclk=1,,,Not Found,35383101418,La Pausa Caffe Piccola
https://www.google.com/maps/place/Southbank/data=!4m7!3m6!1s0x48670d2a2f5174fb:0x5acf826dd0cc0742!8m2!3d53.3294331!4d-6.2751227!16s%2Fg%2F11mxq8tytv!19sChIJ-3RRLyoNZ0gRQgfM0G2Cz1o?authuser=0&hl=en&rclk=1,,,http://www.southbankcafe.ie/,35315581750,Southbank
https://www.google.com/maps/place/Russell+Street+Bakery/data=!4m7!3m6!1s0x48670f06450ce3d5:0x43023bfb82c04399!8m2!3d53.3590631!4d-6.2545125!16s%2Fg%2F11k9f199cd!19sChIJ1eMMRQYPZ0gRmUPAgvs7AkM?authuser=0&hl=en&rclk=1,,,https://www.instagram.com/russellst.bakery/,Phone Number Not Found,Russell Street Bakery
https://www.google.com/maps/place/Cool+Hand+Coffee+Roasters+IFSC/data=!4m7!3m6!1s0x48670ff9b9516cf3:0x83b74d1eab2dd86b!8m2!3d53.3494133!4d-6.2437339!16s%2Fg%2F11rqxx41y7!19sChIJ82xRufkPZ0gRa9gtqx5Nt4M?authuser=0&hl=en&rclk=1,,,https://coolhandcoffeeroasters.ie/,Phone Number Not Found,Cool Hand Coffee Roasters IFSC
https://www.google.com/maps/place/Noshington+Caf%C3%A9/data=!4m7!3m6!1s0x48670c1785a85a21:0x2101836833a65a1c!8m2!3d53.3315073!4d-6.279808!16s%2Fg%2F1hc2d6djy!19sChIJIVqohRcMZ0gRHFqmM2iDASE?authuser=0&hl=en&rclk=1,,,http://www.noshington.ie/,35314100414,Noshington Café
https://www.google.com/maps/place/WALL+%26+KEOGH+Superior+Teas/data=!4m7!3m6!1s0x48670ea08362f30d:0xa2528d6ad5c154cb!8m2!3d53.3311804!4d-6.2647502!16s%2Fg%2F1w0sc8m_!19sChIJDfNig6AOZ0gRy1TB1WqNUqI?authuser=0&hl=en&rclk=1,,,http://www.wallandkeogh.com/,Phone Number Not Found,WALL & KEOGH Superior Teas
https://www.google.com/maps/place/R%C3%B3Co+Caf%C3%A9/data=!4m7!3m6!1s0x48670d1364120fed:0xe45782b17b750d05!8m2!3d53.3435986!4d-6.2696264!16s%2Fg%2F11gh27yx6g!19sChIJ7Q8SZBMNZ0gRBQ11e7GCV-Q?authuser=0&hl=en&rclk=1,,,http://www.rococafe.ie/,35386033427,RóCo Café
https://www.google.com/maps/place/Coffeeangel/data=!4m7!3m6!1s0x48670e9a7252bc9d:0x448963385f10b8b!8m2!3d53.341957!4d-6.254135!16s%2Fg%2F11b6_pryqd!19sChIJnbxScpoOZ0gRiwvxhTOWSAQ?authuser=0&hl=en&rclk=1,,,http://www.coffeeangel.com/,Phone Number Not Found,Coffeeangel
https://www.google.com/maps/place/MellowMoodCafe/data=!4m7!3m6!1s0x48670fba1d00dd77:0xc189fb3b50105b87!8m2!3d53.3451815!4d-6.2333313!16s%2Fg%2F11s1v6dk1h!19sChIJd90AHboPZ0gRh1sQUDv7icE?authuser=0&hl=en&rclk=1,,,Not Found,35387637876,MellowMoodCafe
https://www.google.com/maps/place/Hard+ground+coffee/data=!4m7!3m6!1s0x48670d3624e3b18d:0x91977c944bf39f45!8m2!3d53.3456596!4d-6.2821687!16s%2Fg%2F11s438_94l!19sChIJjbHjJDYNZ0gRRZ_zS5R8l5E?authuser=0&hl=en&rclk=1,,,Not Found,Phone Number Not Found,Hard ground coffee
https://www.google.com/maps/place/ku.fee%E2%84%A2/data=!4m7!3m6!1s0x48670f1ed8c39d8d:0xc8b0474e2284bb0e!8m2!3d53.341891!4d-6.262466!16s%2Fg%2F11vhzx20mj!19sChIJjZ3D2B4PZ0gRDruEIk5HsMg?authuser=0&hl=en&rclk=1,,,https://www.dylanbradshaw.com/ku-fee/,35316719353,ku.fee™
https://www.google.com/maps/place/3fe+Grand+Canal+Street/data=!4m7!3m6!1s0x48670e948c715937:0xd007a98bdb9452c!8m2!3d53.3399599!4d-6.2419707!16s%2Fg%2F11xqpy3v6!19sChIJN1lxjJQOZ0gRLEW5vZh6AA0?authuser=0&hl=en&rclk=1,,,https://3fe.com/pages/locations/grand-canal-street,Phone Number Not Found,3fe Grand Canal Street
https://www.google.com/maps/place/The+Art+of+Coffee/data=!4m7!3m6!1s0x48670e846946db09:0xa676e7963c6a133b!8m2!3d53.3489686!4d-6.2614785!16s%2Fg%2F11b6vflxjj!19sChIJCdtGaYQOZ0gROxNqPJbndqY?authuser=0&hl=en&rclk=1,,,http://www.theartofcoffee.ie/,35318733036,The Art of Coffee
https://www.google.com/maps/place/Coffeeangel/data=!4m7!3m6!1s0x48670f1ce8c665d7:0x3d4d83909c3bcb6c!8m2!3d53.3341933!4d-6.2625566!16s%2Fg%2F11kqq98pt1!19sChIJ12XG6BwPZ0gRbMs7nJCDTT0?authuser=0&hl=en&rclk=1,,,https://coffeeangel.com/,Phone Number Not Found,Coffeeangel
https://www.google.com/maps/place/Industry+%26+Co+-+Caf%C3%A9/data=!4m7!3m6!1s0x48670e9cf6541ae3:0x48430018ef586d96!8m2!3d53.3426417!4d-6.2629979!16s%2Fg%2F11bv30jmv1!19sChIJ4xpU9pwOZ0gRlm1Y7xgAQ0g?authuser=0&hl=en&rclk=1,,,Not Found,35316139111,Industry & Co - Café
https://www.google.com/maps/place/3fe+Sussex+Terrace/data=!4m7!3m6!1s0x48670ea34c4fb2e5:0x508f81cb2ad2588a!8m2!3d53.3316429!4d-6.2515222!16s%2Fg%2F11c58sjskn!19sChIJ5bJPTKMOZ0gRiljSKsuBj1A?authuser=0&hl=en&rclk=1,,,http://www.3fe.com/,Phone Number Not Found,3fe Sussex Terrace
https://www.google.com/maps/place/Frank+and+Honest+Gourmet+Coffee+Company/data=!4m7!3m6!1s0x48670e84bea71f9b:0x31a47305e9e37e70!8m2!3d53.3465649!4d-6.2602235!16s%2Fg%2F11gbkw0dpw!19sChIJmx-nvoQOZ0gRcH7j6QVzpDE?authuser=0&hl=en&rclk=1,,,https://www.frankandhonest.ie/,Phone Number Not Found,Frank and Honest Gourmet Coffee Company
https://www.google.com/maps/place/Ebb%26Flow+Camden/data=!4m7!3m6!1s0x48670e9ffca7ca51:0x487f136589bd11bb!8m2!3d53.3350267!4d-6.2654843!16s%2Fg%2F11_pph5jx!19sChIJUcqn_J8OZ0gRuxG9iWUTf0g?authuser=0&hl=en&rclk=1,,,https://m.facebook.com/ebbflowcamden/,Phone Number Not Found,Ebb&Flow Camden
